 ,Image,BRN3A_coloc
1,Result of C1-Example-Image1.tif,0

 ,Image,BRN3A_coloc
1,Result of C1-Example-Image2.tif,0

 ,Image,BRN3A_coloc
1,Result of C1-Example-Image3.tif,7

 ,Image,BRN3A_coloc
1,Result of C1-Example-Image4.tif,0

