 ,Image,DAPI
1,C1-Example-Image1.tif,15

 ,Image,DAPI
1,C1-Example-Image2.tif,8

 ,Image,DAPI
1,C1-Example-Image3.tif,10

 ,Image,DAPI
1,C1-Example-Image4.tif,7

