 ,Image,Triple_Coloc
1,Result of DAPI_ISLET1_Coloc-Example-Image1.tif,0

 ,Image,Triple_Coloc
1,Result of DAPI_ISLET1_Coloc-Example-Image2.tif,0

 ,Image,Triple_Coloc
1,Result of DAPI_ISLET1_Coloc-Example-Image3.tif,6

 ,Image,Triple_Coloc
1,Result of DAPI_ISLET1_Coloc-Example-Image4.tif,0

